branch_code,bic_code_swift,bank_name,bank_branch,bank_branch_address,city,bank_phone,bank_fax
755026,ABSAZAJJ,ABSA - ITHALA,ALBERT STREET - DBN,"ALBERT STREET DURBAN, ,",,"(031), 304-6219","(031), 304-1424"
753725,ABSAZAJJ,ABSA - ITHALA,BULWER,"POLELA STORES MAIN ROAD, ,",,"(0336), 320061","(0336), 320062"
757026,ABSAZAJJ,ABSA - ITHALA,CENTRAL CARD BRANCH,"UNIT 19, SITE V1317, ISILO DRIVE",UMLAZI,,
757826,ABSAZAJJ,ABSA - ITHALA,CORPORATE BRANCH,"SITE V1317 UMLAZI, 4066,",,"(031), 907-8911","(031), 907-8864"
759126,ABSAZAJJ,ABSA - ITHALA,DEVELOPMENT C S C,", ,",,,
751030,ABSAZAJJ,ABSA - ITHALA,EMPANGENI,"SHOP 4 32 TANNER ROAD, ,",,"(0351), 924656","(0351), 25487"
752630,ABSAZAJJ,ABSA - ITHALA,ESHOWE,"4 ESHOWE PLAZA OSBORN ROAD, ESHOWE 3815,",,,
753825,ABSAZAJJ,ABSA - ITHALA,ESTCOURT,"SHOP 19B MADADENI SHOPPING CENTRE, ,",,"(03431), 91786","(03431), 92746"
754826,ABSAZAJJ,ABSA - ITHALA,HARDING,"SHOP 3B ITHALA CENTRE, MUSGRAVE STREET HARDING,",,,
753425,ABSAZAJJ,ABSA - ITHALA,HOWICK,"15 HARVARD STREET, HOWICK,",,,
751924,ABSAZAJJ,ABSA - ITHALA,INGWAVUMA,"MAIN ROAD INGWAVUMA, ,",,"(035 X), 5910107","(035 X), 5910108"
754024,ABSAZAJJ,ABSA - ITHALA,INKANDLA,"SHOP NO 2, INKANDLA SHOPPING CENTER LOT 63,",KWAZULU-NATAL,,
756926,ABSAZAJJ,ABSA - ITHALA,ITHALA BERGVILLE,"ITHALA BERGVILLE, LOT 98/1, CORNER SOUTH AND TATHAM STREET, BERGVILLE",KWA-ZULU NATAL,"(036), 448-1060","(036), 448-1063"
756226,ABSAZAJJ,ABSA - ITHALA,ITHALA DALTON,"SHOP NO.16 BASIL SHOPPING CENTRE,1 NOORDSBERG RD, DALTON, PIETERMARITZBURG",KWA-ZULU NATAL,"(033), 501-0053","(033), 501-0057"
754126,ABSAZAJJ,ABSA - ITHALA,ITHALA GARDINER STREET,"SHOP 62A & B MUTUAL MALL, 303 WEST STREET, DURBAN",KWA-ZULU NATAL,"(031), 334-2220","(031), 334-2200"
756526,ABSAZAJJ,ABSA - ITHALA,ITHALA GREYTOWN,"SHOP 7, 39 BELL STREET, GREYTOWN",KWA-ZULU NATAL,"(033), 413-3065/7/8","(033), 413-3250"
756726,ABSAZAJJ,ABSA - ITHALA,ITHALA HLUHLUWE,"SHOP LOT NO.1287, JACK MORRIS CENTRE, HLUHLUWE, HLUHLUWE",KWA-ZULU NATAL,"(035), 562-3157","(035), 562-0931"
756826,ABSAZAJJ,ABSA - ITHALA,ITHALA PHLANI VALLEY,"SHOP 17 PHILNI VALLEY, F1325 AND 868, UNLAZI YSECTION MALUKAZI MAIN RD, UMLAZI",KWA-ZULUNATAL,"(031), 909-2258","(031), 909-4508"
756626,ABSAZAJJ,ABSA - ITHALA,ITHALA PINEWALK,"SHOP NO. 8 PINEWALK CENTRE, KINGSROAD, PINETOWN",KWA-ZULU NATAL,"(031), 702-2630","(031), 702-2568"
754226,ABSAZAJJ,ABSA - ITHALA,ITHALA THE GALLARIA MALL,"SHOP F73, THE GALLARIA MALL, 237 ARBOUR ROAD, AMANZIMTOTI",DURBAN - KZN,"(031), 904-5135","(031), 904-5188"
755626,ABSAZAJJ,ABSA - ITHALA,ITHALA ZWELETHU,"ZWELETHU BRANCH HAS MERGED WITH MEGACITY, BRANCH NO. 756-426, NEW ADDRESS 50 MANGOSUTHU, HIGHWAY",DURBAN,"(031), 912-1221","(031), 912-1210"
754626,ABSAZAJJ,ABSA - ITHALA,IXOPO,"MAGARET STREET, LOT 41,",IXOPO,,
755728,ABSAZAJJ,ABSA - ITHALA,IZINGOLWENI,"SHOP 12 IZINGOLWENI SHOPPING CENTRE, ,",,"(03922), 77","(03922), 55"
751824,ABSAZAJJ,ABSA - ITHALA,JOZINI,"MAKHATINI SHOPPING CENTRE MAIN ROAD, JOZINI,",,"(035), 5721134","(035), 5721135"
758226,ABSAZAJJ,ABSA - ITHALA,KOKSTAD AGENCY,"2 ROYLATS CENTRE, MAIN STREET, KOKSTAD",,,
756126,ABSAZAJJ,ABSA - ITHALA,KWA MASHU,"SHOP 2 KWA MASHU CITY SHOPPING CENTRE, KWA MASHU,",,,
753025,ABSAZAJJ,ABSA - ITHALA,LADYSMITH,"118 MURCHISON STREET, ,",,"(0361), 27823","(0361), 28410"
756325,ABSAZAJJ,ABSA - ITHALA,LONGMARKET STREET (PMBG),"149 LONGMARKET STREET PIETERMARITZBURG, ,",,"(0331X), 458351","(0331X), 946469"
753524,ABSAZAJJ,ABSA - ITHALA,MADADENI,"SHOP 19B MADADENI SHOPPING CENTRE, ,",,"(03431), 91786","(03431), 92746"
751129,ABSAZAJJ,ABSA - ITHALA,MANDINI,"SHOP 24 SUNDUMBILI, OLD MAIN ROAD,",,"(032), 4567519","(032), 4564444"
751424,ABSAZAJJ,ABSA - ITHALA,MANGUSI,"HARRISONS STORE, ,",,5920047,5920056
758126,ABSAZAJJ,ABSA - ITHALA,MATATIELE AGENCY,"96 NORTH STREET, ERF 170, MATATIELE",,,
752530,ABSAZAJJ,ABSA - ITHALA,MAXWELL STREET - EMPANGENI,"SHOP 9 MAXWELL CENTRE, MAXWELL ST EMPANGENI,",,"(0351X), 942301","(0351X), 942358"
752124,ABSAZAJJ,ABSA - ITHALA,MBAZWANA,"MBAZWANA SHOPPING CENTRE RESERVE 14, ,",,"(035), 5710059","(035), 5710060"
756426,ABSAZAJJ,ABSA - ITHALA,MEGA CITY,"MEGA CITY, , UMLAZI",,"(TBA), TBA","(TBA),"
752324,ABSAZAJJ,ABSA - ITHALA,MKUZE,"12 MKUZE PLAZA MAIN ROAD, MKUZE,",,"(035 X), 5731416","(035 X), 5731417"
758026,ABSAZAJJ,ABSA - ITHALA,MOORTON AGENCY,"CHATSWORTH, ,",,,
751230,ABSAZAJJ,ABSA - ITHALA,MTUBATUBA,"SHOP 3 MTUBA PLAZA, ,",,"(035), 5500862","(035), 5500824"
752024,ABSAZAJJ,ABSA - ITHALA,NDUMO,"JACKSONS STORE NDUMO, ,",,"(035X), 5910037","(035X), 5910037"
755226,ABSAZAJJ,ABSA - ITHALA,NEW GERMANY,"SHOP 3 BALBIC HOUSE CNR SHEPSTONE RD, AND CHELSEA AVE,",,"(031), 701-1380","(031), 701-1112"
753124,ABSAZAJJ,ABSA - ITHALA,NEWCASTLE,"9 MUNBRO CENTRE 29 MURCHISON STREET, ,",,"(03431), 27954","(03431), 27806"
751630,ABSAZAJJ,ABSA - ITHALA,NONGOMA,"SHOP 25 NONGOMA PLAZA, MAIN ROAD,",,"(0358), 310273","(0358), 310241"
753624,ABSAZAJJ,ABSA - ITHALA,NQUTU,"8 NTULI CENTRE MAIN ROAD, ,",,"(034), 2710155","(034), 2710156"
755126,ABSAZAJJ,ABSA - ITHALA,PINE TOWN,"LANCET BUILDING 44 HILL STREET, ,",,"(031), 728331","(031), 729472"
757999,ABSAZAJJ,ABSA - ITHALA,PINETOWN OPERATIONS CENTRE,"13 CROMPTON STREET , PINETOWN, 4000,",,,
752724,ABSAZAJJ,ABSA - ITHALA,PONGOLA,"KINGS CENTRE LOT 60, PONGOLA,",,,
755828,ABSAZAJJ,ABSA - ITHALA,PORT SHEPSTONE,"41 WOOLLEY STREET, ,",,"(0391), 825803/4","(0391), 21931"
752430,ABSAZAJJ,ABSA - ITHALA,RICHARDS BAY,"SHOP 51 RICHARDS BAY TAXI CITY, RICHARDS BAY 3900,",,,
755425,ABSAZAJJ,ABSA - ITHALA,SELGRO- PIETERMARITZBURG,"SHOP B41 SELGRO CENTRE BOSHOFF STREET, ,",PIETERMARITZBURG,"(0331), 457146","(0331), 457280"
751529,ABSAZAJJ,ABSA - ITHALA,STANGER,"44 STANGER MARKET PLAZA CATO STREET, ,",,"(0324), 91743","(0324), 91744"
751729,ABSAZAJJ,ABSA - ITHALA,TONGAAT,"5 LAURA STREET TONGAAT, ,",,"(0322), 28052","(0322), 921144"
753924,ABSAZAJJ,ABSA - ITHALA,TUGELA FERRY,"SHOP 23 TUGELA FERRY SHOPPING CENTRE, SUB 28 OF KLIPRIVER,",,,
756026,ABSAZAJJ,ABSA - ITHALA,UMGENI ROAD,"9 UMGENI CENTRE 261/277 UMGENI, DURBAN,",,"(031X), 309-4468","(031X), 309-4469"
755526,ABSAZAJJ,ABSA - ITHALA,UMLAZI,"SHOP V2 UMLAZI SHOPPING CENTRE, ,",,"(031), 9071849","(031), 9071845"
754726,ABSAZAJJ,ABSA - ITHALA,UMZIMTO,"LOT 337 MAIN ROAD, UMZIMTO,",,,
753324,ABSAZAJJ,ABSA - ITHALA,VRYHEID,"30 VRYHEID PLAZA KERK STREET, VRYHEID,",,"(0381X), 811698","(0381X), 811699"
755026,ABSAZAJJ,ABSA - ITHALA,ALBERT STREET - DBN,"ALBERT STREET DURBAN, ,",,"(031), 304-6219","(031), 304-1424"
753725,ABSAZAJJ,ABSA - ITHALA,BULWER,"POLELA STORES MAIN ROAD, ,",,"(0336), 320061","(0336), 320062"
757026,ABSAZAJJ,ABSA - ITHALA,CENTRAL CARD BRANCH,"UNIT 19, SITE V1317, ISILO DRIVE",UMLAZI,,
757826,ABSAZAJJ,ABSA - ITHALA,CORPORATE BRANCH,"SITE V1317 UMLAZI, 4066,",,"(031), 907-8911","(031), 907-8864"
759126,ABSAZAJJ,ABSA - ITHALA,DEVELOPMENT C S C,", ,",,,
751030,ABSAZAJJ,ABSA - ITHALA,EMPANGENI,"SHOP 4 32 TANNER ROAD, ,",,"(0351), 924656","(0351), 25487"
752630,ABSAZAJJ,ABSA - ITHALA,ESHOWE,"4 ESHOWE PLAZA OSBORN ROAD, ESHOWE 3815,",,,
753825,ABSAZAJJ,ABSA - ITHALA,ESTCOURT,"SHOP 19B MADADENI SHOPPING CENTRE, ,",,"(03431), 91786","(03431), 92746"
754826,ABSAZAJJ,ABSA - ITHALA,HARDING,"SHOP 3B ITHALA CENTRE, MUSGRAVE STREET HARDING,",,,
753425,ABSAZAJJ,ABSA - ITHALA,HOWICK,"15 HARVARD STREET, HOWICK,",,,
751924,ABSAZAJJ,ABSA - ITHALA,INGWAVUMA,"MAIN ROAD INGWAVUMA, ,",,"(035 X), 5910107","(035 X), 5910108"
754024,ABSAZAJJ,ABSA - ITHALA,INKANDLA,"SHOP NO 2, INKANDLA SHOPPING CENTER LOT 63,",KWAZULU-NATAL,,
756926,ABSAZAJJ,ABSA - ITHALA,ITHALA BERGVILLE,"ITHALA BERGVILLE, LOT 98/1, CORNER SOUTH AND TATHAM STREET, BERGVILLE",KWA-ZULU NATAL,"(036), 448-1060","(036), 448-1063"
756226,ABSAZAJJ,ABSA - ITHALA,ITHALA DALTON,"SHOP NO.16 BASIL SHOPPING CENTRE,1 NOORDSBERG RD, DALTON, PIETERMARITZBURG",KWA-ZULU NATAL,"(033), 501-0053","(033), 501-0057"
754126,ABSAZAJJ,ABSA - ITHALA,ITHALA GARDINER STREET,"SHOP 62A & B MUTUAL MALL, 303 WEST STREET, DURBAN",KWA-ZULU NATAL,"(031), 334-2220","(031), 334-2200"
756526,ABSAZAJJ,ABSA - ITHALA,ITHALA GREYTOWN,"SHOP 7, 39 BELL STREET, GREYTOWN",KWA-ZULU NATAL,"(033), 413-3065/7/8","(033), 413-3250"
756726,ABSAZAJJ,ABSA - ITHALA,ITHALA HLUHLUWE,"SHOP LOT NO.1287, JACK MORRIS CENTRE, HLUHLUWE, HLUHLUWE",KWA-ZULU NATAL,"(035), 562-3157","(035), 562-0931"
756826,ABSAZAJJ,ABSA - ITHALA,ITHALA PHLANI VALLEY,"SHOP 17 PHILNI VALLEY, F1325 AND 868, UNLAZI YSECTION MALUKAZI MAIN RD, UMLAZI",KWA-ZULUNATAL,"(031), 909-2258","(031), 909-4508"
756626,ABSAZAJJ,ABSA - ITHALA,ITHALA PINEWALK,"SHOP NO. 8 PINEWALK CENTRE, KINGSROAD, PINETOWN",KWA-ZULU NATAL,"(031), 702-2630","(031), 702-2568"
754226,ABSAZAJJ,ABSA - ITHALA,ITHALA THE GALLARIA MALL,"SHOP F73, THE GALLARIA MALL, 237 ARBOUR ROAD, AMANZIMTOTI",DURBAN - KZN,"(031), 904-5135","(031), 904-5188"
755626,ABSAZAJJ,ABSA - ITHALA,ITHALA ZWELETHU,"ZWELETHU BRANCH HAS MERGED WITH MEGACITY, BRANCH NO. 756-426, NEW ADDRESS 50 MANGOSUTHU, HIGHWAY",DURBAN,"(031), 912-1221","(031), 912-1210"
754626,ABSAZAJJ,ABSA - ITHALA,IXOPO,"MAGARET STREET, LOT 41,",IXOPO,,
755728,ABSAZAJJ,ABSA - ITHALA,IZINGOLWENI,"SHOP 12 IZINGOLWENI SHOPPING CENTRE, ,",,"(03922), 77","(03922), 55"
751824,ABSAZAJJ,ABSA - ITHALA,JOZINI,"MAKHATINI SHOPPING CENTRE MAIN ROAD, JOZINI,",,"(035), 5721134","(035), 5721135"
758226,ABSAZAJJ,ABSA - ITHALA,KOKSTAD AGENCY,"2 ROYLATS CENTRE, MAIN STREET, KOKSTAD",,,
756126,ABSAZAJJ,ABSA - ITHALA,KWA MASHU,"SHOP 2 KWA MASHU CITY SHOPPING CENTRE, KWA MASHU,",,,
753025,ABSAZAJJ,ABSA - ITHALA,LADYSMITH,"118 MURCHISON STREET, ,",,"(0361), 27823","(0361), 28410"
756325,ABSAZAJJ,ABSA - ITHALA,LONGMARKET STREET (PMBG),"149 LONGMARKET STREET PIETERMARITZBURG, ,",,"(0331X), 458351","(0331X), 946469"
753524,ABSAZAJJ,ABSA - ITHALA,MADADENI,"SHOP 19B MADADENI SHOPPING CENTRE, ,",,"(03431), 91786","(03431), 92746"
751129,ABSAZAJJ,ABSA - ITHALA,MANDINI,"SHOP 24 SUNDUMBILI, OLD MAIN ROAD,",,"(032), 4567519","(032), 4564444"
751424,ABSAZAJJ,ABSA - ITHALA,MANGUSI,"HARRISONS STORE, ,",,5920047,5920056
758126,ABSAZAJJ,ABSA - ITHALA,MATATIELE AGENCY,"96 NORTH STREET, ERF 170, MATATIELE",,,
752530,ABSAZAJJ,ABSA - ITHALA,MAXWELL STREET - EMPANGENI,"SHOP 9 MAXWELL CENTRE, MAXWELL ST EMPANGENI,",,"(0351X), 942301","(0351X), 942358"
752124,ABSAZAJJ,ABSA - ITHALA,MBAZWANA,"MBAZWANA SHOPPING CENTRE RESERVE 14, ,",,"(035), 5710059","(035), 5710060"
756426,ABSAZAJJ,ABSA - ITHALA,MEGA CITY,"MEGA CITY, , UMLAZI",,"(TBA), TBA","(TBA),"
752324,ABSAZAJJ,ABSA - ITHALA,MKUZE,"12 MKUZE PLAZA MAIN ROAD, MKUZE,",,"(035 X), 5731416","(035 X), 5731417"
758026,ABSAZAJJ,ABSA - ITHALA,MOORTON AGENCY,"CHATSWORTH, ,",,,
751230,ABSAZAJJ,ABSA - ITHALA,MTUBATUBA,"SHOP 3 MTUBA PLAZA, ,",,"(035), 5500862","(035), 5500824"
752024,ABSAZAJJ,ABSA - ITHALA,NDUMO,"JACKSONS STORE NDUMO, ,",,"(035X), 5910037","(035X), 5910037"
755226,ABSAZAJJ,ABSA - ITHALA,NEW GERMANY,"SHOP 3 BALBIC HOUSE CNR SHEPSTONE RD, AND CHELSEA AVE,",,"(031), 701-1380","(031), 701-1112"
753124,ABSAZAJJ,ABSA - ITHALA,NEWCASTLE,"9 MUNBRO CENTRE 29 MURCHISON STREET, ,",,"(03431), 27954","(03431), 27806"
751630,ABSAZAJJ,ABSA - ITHALA,NONGOMA,"SHOP 25 NONGOMA PLAZA, MAIN ROAD,",,"(0358), 310273","(0358), 310241"
753624,ABSAZAJJ,ABSA - ITHALA,NQUTU,"8 NTULI CENTRE MAIN ROAD, ,",,"(034), 2710155","(034), 2710156"
755126,ABSAZAJJ,ABSA - ITHALA,PINE TOWN,"LANCET BUILDING 44 HILL STREET, ,",,"(031), 728331","(031), 729472"
757999,ABSAZAJJ,ABSA - ITHALA,PINETOWN OPERATIONS CENTRE,"13 CROMPTON STREET , PINETOWN, 4000,",,,
752724,ABSAZAJJ,ABSA - ITHALA,PONGOLA,"KINGS CENTRE LOT 60, PONGOLA,",,,
755828,ABSAZAJJ,ABSA - ITHALA,PORT SHEPSTONE,"41 WOOLLEY STREET, ,",,"(0391), 825803/4","(0391), 21931"
752430,ABSAZAJJ,ABSA - ITHALA,RICHARDS BAY,"SHOP 51 RICHARDS BAY TAXI CITY, RICHARDS BAY 3900,",,,
755425,ABSAZAJJ,ABSA - ITHALA,SELGRO- PIETERMARITZBURG,"SHOP B41 SELGRO CENTRE BOSHOFF STREET, ,",PIETERMARITZBURG,"(0331), 457146","(0331), 457280"
751529,ABSAZAJJ,ABSA - ITHALA,STANGER,"44 STANGER MARKET PLAZA CATO STREET, ,",,"(0324), 91743","(0324), 91744"
751729,ABSAZAJJ,ABSA - ITHALA,TONGAAT,"5 LAURA STREET TONGAAT, ,",,"(0322), 28052","(0322), 921144"
753924,ABSAZAJJ,ABSA - ITHALA,TUGELA FERRY,"SHOP 23 TUGELA FERRY SHOPPING CENTRE, SUB 28 OF KLIPRIVER,",,,
756026,ABSAZAJJ,ABSA - ITHALA,UMGENI ROAD,"9 UMGENI CENTRE 261/277 UMGENI, DURBAN,",,"(031X), 309-4468","(031X), 309-4469"
755526,ABSAZAJJ,ABSA - ITHALA,UMLAZI,"SHOP V2 UMLAZI SHOPPING CENTRE, ,",,"(031), 9071849","(031), 9071845"
754726,ABSAZAJJ,ABSA - ITHALA,UMZIMTO,"LOT 337 MAIN ROAD, UMZIMTO,",,,
753324,ABSAZAJJ,ABSA - ITHALA,VRYHEID,"30 VRYHEID PLAZA KERK STREET, VRYHEID,",,"(0381X), 811698","(0381X), 811699"
420118,ABSAZAJJ,ABSA,1 MAIN ROAD SOMERSET WEST,"116 MAIN ROAD, SOMERSET WEST,",,"(021 ), 851-1070/1074","(021 ), 851-4734"
510627,ABSAZAJJ,ABSA,13 LIFEGROW CENTRE AMANZIMTOTI,"25 COMMERCIAL ROAD, AMANZIMTOTI,",,"(031 ), 903-5371","(031 ), 903-7928"
334524,ABSAZAJJ,ABSA,134 CHURCH STR VRYHEID,"134 HIGH STREET, ,",,"(034 ), 980-9127","(034 ), 980-8020"
630224,ABSAZAJJ,ABSA,134 HIGH ST VRYHEID 8041,"UNITED BUILDING 134 HOOGSTRAAT, VRYHEID,",,"(0381 ), 809515/6","(0381 ), 808828"
630326,ABSAZAJJ,ABSA,135 MUSGRAVE DURBAN,"135 MUSGRAVE ROAD BEREA, DURBAN,",,"(031 ), 277-3200","(031 ), 202-7697"
330127,ABSAZAJJ,ABSA,14 LIFE GROW CENTRE AMANZIMTOT,"25 COMMERCIAL ROAD, AMANZIMTOTI,",,"(031 ), 903-5371","(031 ), 903-7928"
511024,ABSAZAJJ,ABSA,141 HIGH ST VRYHEID,"187 CHURCH STREET, ,",,"(0381 ), 981-4001","(0381 ), 80-8020"
630590,ABSAZAJJ,ABSA,15 MAXWELL STREET,"15 MAXWELL STREET, , EMPANGENI",KWA ZULU NATAL,"(035 ), 901-1200","(035 ), 772-7480"
630225,ABSAZAJJ,ABSA,150 MURCHISON ST LADYSMITH,"150 MURCHISON ST., LADYSMITH,",,"(036 X ), 637-7071","(036 X ), 637-6756"
508005,ABSAZAJJ,ABSA,160 JAN SMUTS AVENUE,"T A BUILDING, 160 JAN SMUTS AVENUE,",,"(011 X), 880-2161","(011 X), 880-2058"
630764,ABSAZAJJ,ABSA,16A CENTRAL AVE CONTACT CENT,"16A CENTRAL AVENUE, , KEMPTON PARK",GAUTENG,TBA,TBA
334225,ABSAZAJJ,ABSA,187 CHURCH ST PIETERMARITZBURG,"KERKSTRAAT 187, ,",,"(033 ), 845-6600","(033 ), 394-4387"
630112,ABSAZAJJ,ABSA,2 MAIN RD SOMERSET WEST 8133,"116 MAIN RD SOMERSET-WES, SOMERSET WEST,",,"(021 ), 851-1070","(021 ), 851-4734"
334142,ABSAZAJJ,ABSA,22 VOORTREKKER ALBERTON,"VOORTREKKERWEG 22, ALBERTON,",,"(011 X), 907-3250/1-7","(011 X), 011 8698143"
630760,ABSAZAJJ,ABSA,225 CHURCH ST PIETERMARITZBURG,"225 CHURCH STREET, , PIETERMARITZBURG",KWA-ZULU NATAL,TBA,TBA
501225,ABSAZAJJ,ABSA,251 CHURCH ST PIETERMARITZBURG,"UNITED BLDG 194 LONMARKET STREET, PIETERMARITZBURG,",,"(0331 ), 45-7231","(0331 ), 94-4873"
334125,ABSAZAJJ,ABSA,255 MURCHISON STREET LADYSMITH,"MURCHISONSTRAAT 255, ,",,"(036 ), 637-7071","(036 ), 631-3979"
633305,ABSAZAJJ,ABSA,270 REPUBLIC ROAD,"2ND FLOOR 270 REPUBLIC ROAD, WINDSOR EAST RANDBURG,",,"(011 X), 476-0661","(011 X), 476 0299"
420130,ABSAZAJJ,ABSA,31 MAXWELL ST. EMPANGENI,"ALLIED BUILDING 31 MAXWELL STR, EMPANGENI,",,"(035 ), 792-3501","(035 ), 772-3571"
507024,ABSAZAJJ,ABSA,31 VOOTREKKER ST NEWCASTLE,"VOORTREKKERSTRAAT 31, NEWCASTLE,",,"(034 ), 312-1126","(034 ), 312-6810"
630761,ABSAZAJJ,ABSA,331 WEST STREET DURBAN,"331 WEST STREET, , DURBAN",KWAZULU NATAL,TBA,TBA
630130,ABSAZAJJ,ABSA,36 MAXWELL ST EMPANGENI 8071,"39 MAXWELL STREET, EMPANGENI,",,"(0351 ), 925369/70/71","(0351 ), 923407"
334226,ABSAZAJJ,ABSA,38 CROMPTON ST PINETOWN,"CROMPTONSTRAAT 38, PINETOWN,",,"(031 X ), 720841 +720846","(031 X ), 7017189"
630925,ABSAZAJJ,ABSA,38 MAITLAND ST. RASC KIMBERLEY,"38 MAITLAND STREET, , BLOEMFONTEIN",FREE STATE,"(051), 407-0272","(051), 430-2394"
630927,ABSAZAJJ,ABSA,38 MAITLAND ST. RASC KIMBERLEY,"38 MAITLAND STREET, , BLOEMFONTEIN",FREE STATE,"(051), 407-0272","(051), 430-2394"
334324,ABSAZAJJ,ABSA,38 VOORTREKKER ST NEWCASTLE,"31 VOORTREKKER STREET, ,",,"(034 ), 312-1126","(034 ), 312-6810"
334426,ABSAZAJJ,ABSA,385 SMITH STREET DURBAN,"UNITED BUILDING,291 SMITH STREET, DURBAN,",,"(031 ), 307-3170","(031 ), 305-3012"
420242,ABSAZAJJ,ABSA,3RD STREET SPRINGS,"5TH AVENUE, SPRINGS,",,"(011), 812-1355","(011), 362-3987"
500426,ABSAZAJJ,ABSA,437 SMITH STREET,"437 SMITH STREET, ,",,"(031 X ), 305-7714","(031 X ), 307-5598"
630128,ABSAZAJJ,ABSA,46 AIKEN ST PORT SHEPSTONE,"UNITED BLDG AIKEN ST, PORT SHEPSTONE,",,"(039 ), 682-0108","(039 ), 682-4606"
420028,ABSAZAJJ,ABSA,48 AIKEN ST. PORT SHEPSTONE,"ALLIED BUILDING , 48 AIKEN STR, PORT SHEPSTONE,",,"(031 ), 682-0108","(031 ), 682-4606"
630842,ABSAZAJJ,ABSA,4TH STREET SPRINGS 8043,"5TH AVENUE SPRINGS, SPRINGS,",,"(011), 812-1355","(011), 362-3987"
420124,ABSAZAJJ,ABSA,50 SCOTT ST NEWCASTLE,"31 VOORTREKKER STREET, NEWCASTLE,",,"(034 ), 312-1126","(034 ), 312-6810"
630124,ABSAZAJJ,ABSA,52 SCOTT ST. NEWCASTLE,"31 VOORTREKKER STREET, NEWCASTLE,",,"(034 ), 312-1126","(034 ), 312-6810"
334842,ABSAZAJJ,ABSA,5TH AVENUE SPRINGS,"5TH AVENUE SPRINGS, ,",,"(011), 812-1355","(011), 362-3987"
334942,ABSAZAJJ,ABSA,63 VAN RIEBEECK EDENVALE,"54 VAN RIEBEECK AVE, EDENVALE,",,"(011), 453-9026","(011), 453-0483"
504720,ABSAZAJJ,ABSA,7 HEXAGON STREET,"CATHCARTWEG 36, ,",,"(0451 X ), 4130/75/76","(0451 X ), 4723"
630894,ABSAZAJJ,ABSA,ABACUS LEGACY,"15 ALLICE LANE, , SANDTON",GAUTENG,"(011), 895-7389","(011), 895-7321"
630471,ABSAZAJJ,ABSA,ABB MIDCORP PREM KZN,"4 FROSTERLEY CRESCENT, FROSTERLEY PARK, LA LUCIA RIDGE OFFICE ESTATE, LA LUCIA",KWA-ZULU NATAL,"(031 ), 580-8064","(031 ), 580-8070"
630472,ABSAZAJJ,ABSA,ABB MIDCORP PREM KZN P/SECTOR,"4 FROSTERLEY CRESCENT, FROSTERLEY PARK, LA LUCIA RIDGE OFFICE ESTATE, LA LUCIA",KWAZULU NATAL,"(031 ), 580-8064","(031 ), 580-8070"
630316,ABSAZAJJ,ABSA,ABCAP FINANCIAL INSTITUTION,"15 ALICE LANE, , SANDTON",GAUTENG,"(011 ), 506-7742","(011 ), 895-7820"
630922,ABSAZAJJ,ABSA,ABCAP PCG CASH,"15 ALLICE LANE, , SANDTON",GAUTENG,"(011), 895-6798","(011), 895-7821"
630974,ABSAZAJJ,ABSA,ABCORP CAPE B,"WILLIE VAN SCHOOR DRIVE, , TYGERPARK 4",WESTERN CAPE,"(021 ), 915-5300","(021 ), 914-8167"
630967,ABSAZAJJ,ABSA,ABCORP CAPE C,"WILLIE VAN SCHOOR DRIVE, TYGERPARK 4, BELLVILLE",WESTERN CAPE,"(021 ), 915-5300","(021 ), 914-8167"
630077,ABSAZAJJ,ABSA,ABCORP CENTRAL CORPRBB,"ABSA TOWERS WEST, 15 TROYE STREET, 4TH FLOOR, JOHANNEDSBURG",GAUTENG,011 846-1695,TBA
630081,ABSAZAJJ,ABSA,ABCORP ECAPE CORPRBB,"ABSA TOWERS WEST, 15 TROYE STREET, 4TH FLOOR, JOHANNESBURG",GAUTENG,011 846-1695,TBA
630971,ABSAZAJJ,ABSA,ABCORP GAU B,"11 DIAGONAL STREET, , JOHANNESBURG",GAUTENG,"(011), 556-6065","(011), 556-6929"
630964,ABSAZAJJ,ABSA,ABCORP GAU C,"11 DIAGONAL STREET, , JOHANNESBURG",GAUTENG,"(011 ), 556-6065","(011 ), 556-6929"
630972,ABSAZAJJ,ABSA,ABCORP GAU MNC B,"11 DIAGONAL STREET, , JOHANNESBURG",GAUTENG,"(011), 556-6214","(011), 556-6929"
630965,ABSAZAJJ,ABSA,ABCORP GAU MNC C,"11 DIAGONAL STREET, , JOHANNESBURG",GAUTENG,"(011 ), 556-6214","(011 ), 556-6929"
631001,ABSAZAJJ,ABSA,ABCORP GAUTENG RBB,"4TH FLOOR ABSA TOWERS WEST, 15 TROYE STREET, JOHANNESBURG",GAUTENG,011 350-4953,TBA
630963,ABSAZAJJ,ABSA,ABCORP HO B,"11 DIAGONAL STREET, , JOHANNESBURG",GAUTENG,"(011), 556-6065","(011), 556-6929"
630970,ABSAZAJJ,ABSA,ABCORP HO C,"11 DIAGONAL STREET, , JOHANNESBURG",GAUTENG,"(011 ), 556-6065","(011 ), 556-6929"
630961,ABSAZAJJ,ABSA,ABCORP IFI B,"11 DIAGONAL STREET, , JOHANNESBURG",GAUTENG,"(011), 556-6065","(011), 556-6929"
630968,ABSAZAJJ,ABSA,ABCORP IFI C,"11 DIAGONAL STREET, , JOHANNESBURG",GAUTENG,"(011 ), 556-6065","(011 ), 556-6929"
